Report Number,Date Reported,Date of Occurance,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date and Time of Case Closed,Case Status,Crime Occurred,Age Group
4013,18 June 2020,16 June 2020,09:31:00,Patna,295,Domestic Violence,27,M,Blunt Object,Violent Crime,12,Yes,20-07-2020 14:00,Closed,Morning,Adult
4014,17 June 2020,16 June 2020,03:37:00,Visakhapatnam,212,Traffic Violation,78,M,Firearm,Traffic Fatality,2,Yes,25-06-2020 00:00,Closed,Night,Senior Citizen
4015,18 June 2020,16 June 2020,04:20:00,Mumbai,399,Burglary,31,F,Other,Other Crime,12,No,,Open,Night,Adult
4016,17 June 2020,16 June 2020,22:04:00,Bangalore,140,Firearm Offense,59,M,Explosives,Fire Accident,2,Yes,04-07-2020 01:00,Closed,Evening,Senior Citizen
4017,18 June 2020,16 June 2020,22:19:00,Indore,560,Cybercrime,31,F,Knife,Other Crime,9,No,,Open,Evening,Adult
4018,19 June 2020,16 June 2020,09:31:00,Pune,250,Vandalism,22,F,Poison,Other Crime,2,Yes,15-08-2020 06:00,Closed,Morning,Adult
4019,17 June 2020,16 June 2020,04:32:00,Chennai,135,Kidnapping,65,F,Knife,Other Crime,9,Yes,21-08-2020 05:00,Closed,Night,Senior Citizen
4020,18 June 2020,16 June 2020,05:38:00,Chennai,301,Counterfeiting,14,M,Knife,Other Crime,11,No,,Open,Night,Teenager
4021,16 June 2020,16 June 2020,17:21:00,Meerut,291,Extortion,68,M,Poison,Other Crime,11,No,,Open,Evening,Senior Citizen
4022,16 June 2020,16 June 2020,12:54:00,Patna,208,Traffic Violation,55,M,Knife,Traffic Fatality,11,No,,Open,Afternoon,Senior Citizen
4023,17 June 2020,16 June 2020,00:25:00,Bangalore,292,Illegal Possession,28,M,Blunt Object,Other Crime,19,No,,Open,Night,Adult
4024,17 June 2020,16 June 2020,18:36:00,Nagpur,576,Assault,35,M,Blunt Object,Violent Crime,17,Yes,07-07-2020 13:00,Closed,Evening,Adult
4025,18 June 2020,16 June 2020,01:06:00,Mumbai,249,Burglary,68,F,Other,Other Crime,2,Yes,26-09-2020 17:00,Closed,Night,Senior Citizen
4026,19 June 2020,16 June 2020,06:53:00,Mumbai,540,Identity Theft,51,M,None,Violent Crime,7,Yes,30-08-2020 16:00,Closed,Morning,Senior Citizen
4027,19 June 2020,16 June 2020,19:03:00,Chennai,317,Extortion,31,F,Firearm,Other Crime,11,Yes,28-07-2020 01:00,Closed,Evening,Adult
4028,16 June 2020,16 June 2020,08:43:00,Surat,285,Domestic Violence,33,F,Knife,Violent Crime,10,No,,Open,Morning,Adult
4029,17 June 2020,16 June 2020,09:53:00,Ahmedabad,183,Shoplifting,73,F,None,Other Crime,1,No,,Open,Morning,Senior Citizen
4030,18 June 2020,16 June 2020,03:28:00,Ahmedabad,417,Arson,31,F,Poison,Fire Accident,11,No,,Open,Night,Adult
4031,18 June 2020,16 June 2020,09:28:00,Lucknow,261,Assault,33,M,Poison,Violent Crime,11,No,,Open,Morning,Adult
4032,17 June 2020,16 June 2020,04:40:00,Pune,547,Firearm Offense,38,F,Blunt Object,Fire Accident,17,No,,Open,Night,Adult
4033,18 June 2020,17 June 2020,11:36:00,Kolkata,384,Traffic Violation,44,F,None,Traffic Fatality,8,Yes,25-06-2020 06:00,Closed,Morning,Adult
4034,17 June 2020,17 June 2020,20:52:00,Patna,106,Firearm Offense,28,F,Other,Fire Accident,12,No,,Open,Evening,Adult
4035,18 June 2020,17 June 2020,07:09:00,Jaipur,219,Drug Offense,40,F,Firearm,Other Crime,9,No,,Open,Morning,Adult
4036,17 June 2020,17 June 2020,01:17:00,Kolkata,269,Assault,30,F,Blunt Object,Violent Crime,3,Yes,04-08-2020 06:00,Closed,Night,Adult
4037,17 June 2020,17 June 2020,19:48:00,Bangalore,388,Assault,16,M,Explosives,Violent Crime,2,Yes,28-06-2020 08:00,Closed,Evening,Teenager
4038,18 June 2020,17 June 2020,06:00:00,Meerut,314,Robbery,75,M,Poison,Violent Crime,3,No,,Open,Morning,Senior Citizen
4039,19 June 2020,17 June 2020,06:19:00,Bangalore,171,Cybercrime,42,M,Blunt Object,Other Crime,13,No,,Open,Morning,Adult
4040,18 June 2020,17 June 2020,00:43:00,Bangalore,447,Counterfeiting,21,F,Poison,Other Crime,3,No,,Open,Night,Adult
4041,17 June 2020,17 June 2020,09:07:00,Hyderabad,305,Kidnapping,22,F,Knife,Other Crime,16,No,,Open,Morning,Adult
4042,20 June 2020,17 June 2020,13:20:00,Bangalore,204,Shoplifting,20,M,Other,Other Crime,10,No,,Open,Afternoon,Adult
4043,18 June 2020,17 June 2020,12:43:00,Nashik,520,Extortion,27,M,Blunt Object,Other Crime,8,No,,Open,Afternoon,Adult
4044,17 June 2020,17 June 2020,08:57:00,Mumbai,324,Shoplifting,36,M,Knife,Other Crime,2,Yes,09-09-2020 13:00,Closed,Morning,Adult
4045,17 June 2020,17 June 2020,12:09:00,Pune,180,Vandalism,78,M,Firearm,Other Crime,15,No,,Open,Afternoon,Senior Citizen
4046,20 June 2020,17 June 2020,15:26:00,Delhi,118,Traffic Violation,35,F,Blunt Object,Traffic Fatality,7,Yes,07-07-2020 10:00,Closed,Afternoon,Adult
4047,19 June 2020,17 June 2020,11:28:00,Chennai,171,Extortion,72,M,Other,Other Crime,13,Yes,21-07-2020 15:00,Closed,Morning,Senior Citizen
4048,19 June 2020,17 June 2020,23:20:00,Mumbai,154,Homicide,22,F,Other,Other Crime,5,No,,Open,Evening,Adult
4049,19 June 2020,17 June 2020,17:13:00,Delhi,363,Traffic Violation,24,F,None,Traffic Fatality,18,Yes,04-07-2020 21:00,Closed,Evening,Adult
4050,19 June 2020,17 June 2020,06:41:00,Mumbai,235,Traffic Violation,73,F,Firearm,Traffic Fatality,19,No,,Open,Morning,Senior Citizen
4051,18 June 2020,17 June 2020,09:27:00,Surat,262,Sexual Assault,76,F,Poison,Violent Crime,18,No,,Open,Morning,Senior Citizen
4052,18 June 2020,17 June 2020,17:28:00,Pune,261,Fraud,21,F,None,Other Crime,15,Yes,28-06-2020 00:00,Closed,Evening,Adult
4053,18 June 2020,17 June 2020,11:22:00,Visakhapatnam,295,Traffic Violation,49,M,Explosives,Traffic Fatality,19,No,,Open,Morning,Adult
4054,18 June 2020,17 June 2020,08:13:00,Pune,328,Cybercrime,61,F,Explosives,Other Crime,5,No,,Open,Morning,Senior Citizen
4055,20 June 2020,17 June 2020,18:28:00,Visakhapatnam,366,Robbery,21,F,Other,Violent Crime,13,Yes,02-11-2020 00:00,Closed,Evening,Adult
4056,20 June 2020,17 June 2020,22:32:00,Chennai,569,Public Intoxication,68,F,Other,Other Crime,13,Yes,29-06-2020 14:00,Closed,Evening,Senior Citizen
4057,20 June 2020,18 June 2020,02:57:00,Kolkata,449,Counterfeiting,78,F,Blunt Object,Other Crime,18,No,,Open,Night,Senior Citizen
4058,20 June 2020,18 June 2020,20:22:00,Bangalore,170,Arson,21,F,Explosives,Fire Accident,9,Yes,21-08-2020 23:00,Closed,Evening,Adult
4059,19 June 2020,18 June 2020,19:06:00,Nashik,378,Assault,60,M,Firearm,Violent Crime,14,No,,Open,Evening,Senior Citizen
4060,19 June 2020,18 June 2020,22:31:00,Indore,350,Sexual Assault,10,M,None,Violent Crime,6,No,,Open,Evening,Child
4061,19 June 2020,18 June 2020,12:23:00,Pune,509,Traffic Violation,18,F,Blunt Object,Traffic Fatality,9,No,,Open,Afternoon,Teenager
4062,18 June 2020,18 June 2020,11:05:00,Srinagar,403,Illegal Possession,16,F,Blunt Object,Other Crime,13,Yes,27-06-2020 23:00,Closed,Morning,Teenager
4063,19 June 2020,18 June 2020,05:23:00,Delhi,408,Kidnapping,48,M,Poison,Other Crime,14,Yes,16-08-2020 17:00,Closed,Night,Adult
4064,21 June 2020,18 June 2020,18:20:00,Ahmedabad,490,Illegal Possession,41,F,Blunt Object,Other Crime,1,No,,Open,Evening,Adult
4065,19 June 2020,18 June 2020,17:24:00,Lucknow,583,Cybercrime,25,M,Knife,Other Crime,16,No,,Open,Evening,Adult
4066,20 June 2020,18 June 2020,19:44:00,Bangalore,118,Homicide,56,M,Explosives,Other Crime,5,No,,Open,Evening,Senior Citizen
4067,20 June 2020,18 June 2020,05:28:00,Delhi,298,Shoplifting,14,M,Blunt Object,Other Crime,18,Yes,09-08-2020 06:00,Closed,Night,Teenager
4068,18 June 2020,18 June 2020,13:59:00,Bangalore,260,Robbery,62,M,Poison,Violent Crime,2,No,,Open,Afternoon,Senior Citizen
4069,21 June 2020,18 June 2020,14:18:00,Jaipur,114,Drug Offense,78,F,Blunt Object,Other Crime,3,No,,Open,Afternoon,Senior Citizen
4070,20 June 2020,18 June 2020,21:21:00,Mumbai,518,Illegal Possession,77,M,Knife,Other Crime,3,Yes,30-06-2020 15:00,Closed,Evening,Senior Citizen
4071,21 June 2020,18 June 2020,08:16:00,Surat,319,Drug Offense,30,F,Other,Other Crime,17,No,,Open,Morning,Adult
4072,18 June 2020,18 June 2020,04:22:00,Kolkata,240,Illegal Possession,56,M,Explosives,Other Crime,11,Yes,12-07-2020 20:00,Closed,Night,Senior Citizen
4073,20 June 2020,18 June 2020,17:44:00,Kolkata,115,Vehicle - Stolen,27,F,Knife,Violent Crime,9,No,,Open,Evening,Adult
4074,19 June 2020,18 June 2020,02:28:00,Pune,184,Assault,21,F,Knife,Violent Crime,12,Yes,29-06-2020 05:00,Closed,Night,Adult
4075,21 June 2020,18 June 2020,07:24:00,Kolkata,508,Drug Offense,17,F,Blunt Object,Other Crime,18,Yes,17-07-2020 03:00,Closed,Morning,Teenager
4076,20 June 2020,18 June 2020,20:34:00,Bangalore,204,Vandalism,62,M,Explosives,Other Crime,15,No,,Open,Evening,Senior Citizen
4077,19 June 2020,18 June 2020,15:29:00,Surat,374,Domestic Violence,33,M,Firearm,Violent Crime,16,No,,Open,Afternoon,Adult
4078,21 June 2020,18 June 2020,15:09:00,Varanasi,236,Arson,79,F,None,Fire Accident,19,Yes,14-09-2020 14:00,Closed,Afternoon,Senior Citizen
4079,21 June 2020,18 June 2020,08:40:00,Bangalore,486,Identity Theft,36,M,Other,Violent Crime,19,No,,Open,Morning,Adult
4080,20 June 2020,18 June 2020,05:44:00,Bangalore,526,Robbery,24,M,Other,Violent Crime,2,Yes,23-11-2020 06:00,Closed,Night,Adult
4081,21 June 2020,19 June 2020,16:52:00,Vasai,511,Counterfeiting,13,F,Explosives,Other Crime,8,No,,Open,Evening,Teenager
4082,21 June 2020,19 June 2020,10:00:00,Thane,599,Extortion,17,F,Firearm,Other Crime,4,No,,Open,Morning,Teenager
4083,21 June 2020,19 June 2020,23:39:00,Rajkot,295,Homicide,43,M,Explosives,Other Crime,12,Yes,19-04-2021 23:00,Closed,Evening,Adult
4084,20 June 2020,19 June 2020,09:42:00,Bangalore,408,Robbery,17,F,None,Violent Crime,9,No,,Open,Morning,Teenager
4085,20 June 2020,19 June 2020,02:29:00,Pune,184,Extortion,63,F,Explosives,Other Crime,9,No,,Open,Night,Senior Citizen
4086,20 June 2020,19 June 2020,17:21:00,Bangalore,475,Homicide,51,F,Poison,Other Crime,1,Yes,13-04-2022 02:00,Closed,Evening,Senior Citizen
4087,20 June 2020,19 June 2020,16:14:00,Agra,228,Robbery,27,M,Poison,Violent Crime,4,No,,Open,Evening,Adult
4088,19 June 2020,19 June 2020,17:29:00,Kolkata,299,Shoplifting,67,F,Poison,Other Crime,6,No,,Open,Evening,Senior Citizen
4089,21 June 2020,19 June 2020,05:26:00,Patna,422,Illegal Possession,13,F,Firearm,Other Crime,5,No,,Open,Night,Teenager
4090,20 June 2020,19 June 2020,17:27:00,Ludhiana,171,Firearm Offense,76,F,Knife,Fire Accident,12,No,,Open,Evening,Senior Citizen
4091,22 June 2020,19 June 2020,16:59:00,Delhi,372,Sexual Assault,76,F,Poison,Violent Crime,7,Yes,25-07-2021 04:00,Closed,Evening,Senior Citizen
4092,19 June 2020,19 June 2020,03:11:00,Chennai,348,Burglary,14,M,Other,Other Crime,18,Yes,22-10-2020 22:00,Closed,Night,Teenager
4093,21 June 2020,19 June 2020,07:37:00,Surat,576,Domestic Violence,60,F,Knife,Violent Crime,16,Yes,16-07-2020 23:00,Closed,Morning,Senior Citizen
4094,22 June 2020,19 June 2020,21:05:00,Indore,174,Extortion,13,F,Explosives,Other Crime,7,Yes,11-07-2020 10:00,Closed,Evening,Teenager
4095,20 June 2020,19 June 2020,18:16:00,Mumbai,403,Domestic Violence,78,M,Poison,Violent Crime,18,No,,Open,Evening,Senior Citizen
4096,20 June 2020,19 June 2020,07:55:00,Delhi,450,Extortion,33,M,Other,Other Crime,11,Yes,11-07-2020 11:00,Closed,Morning,Adult
4097,20 June 2020,19 June 2020,01:50:00,Kolkata,293,Drug Offense,55,M,Firearm,Other Crime,1,No,,Open,Night,Senior Citizen
4098,22 June 2020,19 June 2020,19:06:00,Kolkata,398,Extortion,58,F,None,Other Crime,3,No,,Open,Evening,Senior Citizen
4099,21 June 2020,19 June 2020,09:40:00,Pune,313,Kidnapping,51,F,Other,Other Crime,5,Yes,30-06-2020 15:00,Closed,Morning,Senior Citizen
4100,21 June 2020,19 June 2020,15:21:00,Mumbai,517,Drug Offense,19,F,Poison,Other Crime,16,No,,Open,Afternoon,Teenager
4101,21 June 2020,19 June 2020,14:52:00,Hyderabad,465,Counterfeiting,31,F,Explosives,Other Crime,7,No,,Open,Afternoon,Adult
4102,21 June 2020,19 June 2020,21:39:00,Kolkata,460,Robbery,20,F,Knife,Violent Crime,1,Yes,19-08-2020 13:00,Closed,Evening,Adult
4103,20 June 2020,19 June 2020,10:05:00,Visakhapatnam,214,Burglary,54,F,None,Other Crime,15,No,,Open,Morning,Senior Citizen
4104,22 June 2020,19 June 2020,12:55:00,Pune,435,Robbery,26,M,None,Violent Crime,7,Yes,28-10-2020 11:00,Closed,Afternoon,Adult
4105,21 June 2020,20 June 2020,16:25:00,Jaipur,309,Identity Theft,76,M,Firearm,Violent Crime,10,Yes,29-06-2020 07:00,Closed,Evening,Senior Citizen
4106,21 June 2020,20 June 2020,22:12:00,Bangalore,335,Domestic Violence,40,F,Firearm,Violent Crime,17,No,,Open,Evening,Adult
4107,21 June 2020,20 June 2020,13:29:00,Delhi,267,Shoplifting,30,M,Blunt Object,Other Crime,1,No,,Open,Afternoon,Adult
4108,20 June 2020,20 June 2020,17:08:00,Hyderabad,316,Fraud,32,M,Blunt Object,Other Crime,4,Yes,21-07-2020 05:00,Closed,Evening,Adult
4109,20 June 2020,20 June 2020,19:33:00,Mumbai,304,Identity Theft,59,M,Blunt Object,Violent Crime,18,No,,Open,Evening,Senior Citizen
4110,21 June 2020,20 June 2020,01:19:00,Indore,334,Cybercrime,57,F,Knife,Other Crime,14,No,,Open,Night,Senior Citizen
4111,20 June 2020,20 June 2020,19:22:00,Hyderabad,227,Arson,48,M,Other,Fire Accident,13,Yes,18-08-2020 22:00,Closed,Evening,Adult
4112,22 June 2020,20 June 2020,10:28:00,Delhi,300,Extortion,31,M,Poison,Other Crime,9,No,,Open,Morning,Adult
4113,21 June 2020,20 June 2020,22:54:00,Mumbai,454,Illegal Possession,59,F,Knife,Other Crime,6,No,,Open,Evening,Senior Citizen
4114,21 June 2020,20 June 2020,12:53:00,Delhi,469,Arson,60,F,Explosives,Fire Accident,15,No,,Open,Afternoon,Senior Citizen
4115,21 June 2020,20 June 2020,16:18:00,Kanpur,542,Assault,57,M,Blunt Object,Violent Crime,1,No,,Open,Evening,Senior Citizen
4116,22 June 2020,20 June 2020,17:16:00,Delhi,170,Counterfeiting,21,M,None,Other Crime,15,Yes,05-07-2020 01:00,Closed,Evening,Adult
4117,20 June 2020,20 June 2020,17:20:00,Hyderabad,154,Burglary,57,M,Blunt Object,Other Crime,11,Yes,09-09-2020 16:00,Closed,Evening,Senior Citizen
4118,22 June 2020,20 June 2020,22:16:00,Delhi,228,Cybercrime,38,F,Knife,Other Crime,18,Yes,07-08-2020 12:00,Closed,Evening,Adult
4119,22 June 2020,20 June 2020,20:44:00,Surat,321,Identity Theft,44,F,Explosives,Violent Crime,18,No,,Open,Evening,Adult
4120,21 June 2020,20 June 2020,17:07:00,Ahmedabad,402,Shoplifting,79,M,Poison,Other Crime,17,Yes,14-09-2020 19:00,Closed,Evening,Senior Citizen
4121,20 June 2020,20 June 2020,23:45:00,Mumbai,429,Burglary,61,F,Firearm,Other Crime,2,Yes,18-08-2020 18:00,Closed,Evening,Senior Citizen
4122,21 June 2020,20 June 2020,06:25:00,Kolkata,162,Counterfeiting,74,F,None,Other Crime,10,No,,Open,Morning,Senior Citizen
4123,22 June 2020,20 June 2020,18:59:00,Mumbai,290,Vandalism,34,F,Poison,Other Crime,19,No,,Open,Evening,Adult
4124,23 June 2020,20 June 2020,03:49:00,Mumbai,485,Counterfeiting,78,F,Poison,Other Crime,17,Yes,20-09-2020 08:00,Closed,Night,Senior Citizen
4125,21 June 2020,20 June 2020,01:58:00,Ahmedabad,559,Illegal Possession,38,F,Firearm,Other Crime,19,Yes,09-07-2020 07:00,Closed,Night,Adult
4126,22 June 2020,20 June 2020,10:15:00,Indore,322,Fraud,56,F,Poison,Other Crime,1,Yes,29-07-2020 22:00,Closed,Morning,Senior Citizen
4127,21 June 2020,20 June 2020,22:30:00,Jaipur,264,Shoplifting,13,M,None,Other Crime,19,No,,Open,Evening,Teenager
4128,22 June 2020,20 June 2020,05:45:00,Kolkata,283,Vehicle - Stolen,56,F,Poison,Violent Crime,12,No,,Open,Night,Senior Citizen
4129,22 June 2020,21 June 2020,13:38:00,Surat,574,Fraud,57,F,Knife,Other Crime,13,No,,Open,Afternoon,Senior Citizen
4130,23 June 2020,21 June 2020,01:49:00,Thane,159,Cybercrime,39,M,Other,Other Crime,4,No,,Open,Night,Adult
4131,22 June 2020,21 June 2020,23:20:00,Delhi,503,Homicide,38,M,Firearm,Other Crime,19,Yes,05-11-2021 01:00,Closed,Evening,Adult
4132,21 June 2020,21 June 2020,02:02:00,Bangalore,405,Vandalism,23,M,Blunt Object,Other Crime,19,No,,Open,Night,Adult
4133,23 June 2020,21 June 2020,01:30:00,Jaipur,466,Illegal Possession,39,M,Poison,Other Crime,13,Yes,03-07-2020 18:00,Closed,Night,Adult
4134,22 June 2020,21 June 2020,12:58:00,Kolkata,330,Kidnapping,25,F,Other,Other Crime,16,Yes,04-09-2020 02:00,Closed,Afternoon,Adult
4135,24 June 2020,21 June 2020,20:52:00,Delhi,154,Domestic Violence,64,F,Other,Violent Crime,6,No,,Open,Evening,Senior Citizen
4136,22 June 2020,21 June 2020,11:05:00,Mumbai,290,Vehicle - Stolen,54,M,Explosives,Violent Crime,6,Yes,24-08-2020 22:00,Closed,Morning,Senior Citizen
4137,23 June 2020,21 June 2020,23:42:00,Ahmedabad,139,Counterfeiting,41,F,Blunt Object,Other Crime,11,No,,Open,Evening,Adult
4138,23 June 2020,21 June 2020,13:45:00,Varanasi,479,Burglary,24,F,Firearm,Other Crime,2,No,,Open,Afternoon,Adult
4139,24 June 2020,21 June 2020,15:15:00,Ludhiana,309,Assault,40,F,Blunt Object,Violent Crime,2,No,,Open,Afternoon,Adult
4140,21 June 2020,21 June 2020,15:54:00,Hyderabad,103,Sexual Assault,53,F,None,Violent Crime,6,Yes,08-10-2021 16:00,Closed,Afternoon,Senior Citizen
4141,22 June 2020,21 June 2020,11:05:00,Nagpur,582,Sexual Assault,28,F,Blunt Object,Violent Crime,17,Yes,21-02-2022 15:00,Closed,Morning,Adult
4142,23 June 2020,21 June 2020,07:07:00,Delhi,340,Cybercrime,35,F,Other,Other Crime,11,Yes,27-08-2020 07:00,Closed,Morning,Adult
4143,22 June 2020,21 June 2020,16:35:00,Ahmedabad,342,Sexual Assault,72,M,Other,Violent Crime,5,Yes,23-11-2021 21:00,Closed,Evening,Senior Citizen
4144,24 June 2020,21 June 2020,19:50:00,Hyderabad,410,Public Intoxication,10,F,Knife,Other Crime,8,Yes,10-07-2020 13:00,Closed,Evening,Child
4145,24 June 2020,21 June 2020,23:24:00,Hyderabad,498,Burglary,49,F,Blunt Object,Other Crime,19,No,,Open,Evening,Adult
4146,22 June 2020,21 June 2020,09:03:00,Pune,400,Assault,30,F,Blunt Object,Violent Crime,11,No,,Open,Morning,Adult
4147,22 June 2020,21 June 2020,09:05:00,Bangalore,247,Extortion,10,M,None,Other Crime,7,No,,Open,Morning,Child
4148,24 June 2020,21 June 2020,19:37:00,Visakhapatnam,216,Identity Theft,18,F,Firearm,Violent Crime,17,Yes,21-09-2020 10:00,Closed,Evening,Teenager
4149,23 June 2020,21 June 2020,06:26:00,Mumbai,200,Homicide,56,F,Firearm,Other Crime,17,No,,Open,Morning,Senior Citizen
4150,22 June 2020,21 June 2020,06:41:00,Kolkata,553,Identity Theft,48,F,Knife,Violent Crime,19,Yes,21-08-2020 10:00,Closed,Morning,Adult
4151,23 June 2020,21 June 2020,20:36:00,Bangalore,484,Counterfeiting,41,F,Knife,Other Crime,19,No,,Open,Evening,Adult
4152,22 June 2020,21 June 2020,11:48:00,Hyderabad,559,Burglary,39,F,Knife,Other Crime,16,No,,Open,Morning,Adult
4153,24 June 2020,22 June 2020,16:27:00,Jaipur,419,Identity Theft,49,M,Firearm,Violent Crime,7,No,,Open,Evening,Adult
4154,24 June 2020,22 June 2020,07:57:00,Ghaziabad,497,Traffic Violation,30,F,Explosives,Traffic Fatality,6,No,,Open,Morning,Adult
4155,22 June 2020,22 June 2020,06:01:00,Surat,440,Firearm Offense,48,F,Blunt Object,Fire Accident,19,Yes,25-07-2020 03:00,Closed,Morning,Adult
4156,23 June 2020,22 June 2020,08:44:00,Hyderabad,482,Fraud,31,F,None,Other Crime,13,Yes,22-07-2020 00:00,Closed,Morning,Adult
4157,24 June 2020,22 June 2020,22:20:00,Bangalore,227,Arson,62,F,Knife,Fire Accident,6,Yes,02-09-2020 22:00,Closed,Evening,Senior Citizen
4158,23 June 2020,22 June 2020,07:35:00,Jaipur,365,Illegal Possession,57,F,Knife,Other Crime,10,No,,Open,Morning,Senior Citizen
4159,24 June 2020,22 June 2020,21:54:00,Delhi,381,Vehicle - Stolen,57,F,None,Violent Crime,4,Yes,17-08-2020 00:00,Closed,Evening,Senior Citizen
4160,23 June 2020,22 June 2020,07:25:00,Pune,313,Cybercrime,47,F,Firearm,Other Crime,12,Yes,17-08-2020 10:00,Closed,Morning,Adult
4161,24 June 2020,22 June 2020,17:17:00,Jaipur,154,Arson,70,M,Blunt Object,Fire Accident,13,Yes,04-09-2020 10:00,Closed,Evening,Senior Citizen
4162,23 June 2020,22 June 2020,10:22:00,Ahmedabad,481,Kidnapping,67,F,Knife,Other Crime,14,Yes,09-08-2020 09:00,Closed,Morning,Senior Citizen
4163,23 June 2020,22 June 2020,12:59:00,Lucknow,227,Vehicle - Stolen,72,F,Blunt Object,Violent Crime,9,Yes,17-08-2020 07:00,Closed,Afternoon,Senior Citizen
4164,23 June 2020,22 June 2020,17:58:00,Ahmedabad,162,Public Intoxication,28,F,Knife,Other Crime,2,No,,Open,Evening,Adult
4165,22 June 2020,22 June 2020,16:05:00,Delhi,216,Robbery,18,F,None,Violent Crime,12,Yes,24-11-2020 13:00,Closed,Evening,Teenager
4166,23 June 2020,22 June 2020,11:48:00,Delhi,471,Illegal Possession,75,F,Poison,Other Crime,8,No,,Open,Morning,Senior Citizen
4167,22 June 2020,22 June 2020,22:16:00,Ahmedabad,560,Homicide,23,F,Poison,Other Crime,14,No,,Open,Evening,Adult
4168,23 June 2020,22 June 2020,07:08:00,Hyderabad,466,Illegal Possession,64,F,Blunt Object,Other Crime,1,No,,Open,Morning,Senior Citizen
4169,24 June 2020,22 June 2020,08:47:00,Lucknow,172,Extortion,53,M,Explosives,Other Crime,13,Yes,12-08-2020 19:00,Closed,Morning,Senior Citizen
4170,24 June 2020,22 June 2020,15:03:00,Delhi,358,Burglary,45,F,None,Other Crime,11,No,,Open,Afternoon,Adult
4171,24 June 2020,22 June 2020,20:16:00,Mumbai,595,Public Intoxication,35,F,Firearm,Other Crime,4,No,,Open,Evening,Adult
4172,24 June 2020,22 June 2020,00:25:00,Pune,521,Illegal Possession,38,F,Blunt Object,Other Crime,10,Yes,16-09-2020 17:00,Closed,Night,Adult
4173,24 June 2020,22 June 2020,07:40:00,Meerut,361,Arson,65,F,None,Fire Accident,17,Yes,09-09-2020 18:00,Closed,Morning,Senior Citizen
4174,24 June 2020,22 June 2020,15:23:00,Chennai,472,Domestic Violence,75,M,Firearm,Violent Crime,15,Yes,17-07-2020 00:00,Closed,Afternoon,Senior Citizen
4175,23 June 2020,22 June 2020,00:55:00,Delhi,383,Assault,35,M,Firearm,Violent Crime,7,No,,Open,Night,Adult
4176,25 June 2020,22 June 2020,01:11:00,Lucknow,374,Assault,49,F,Explosives,Violent Crime,7,Yes,16-07-2020 21:00,Closed,Night,Adult
4177,25 June 2020,23 June 2020,09:54:00,Thane,431,Counterfeiting,34,M,Knife,Other Crime,13,Yes,22-09-2020 09:00,Closed,Morning,Adult
4178,25 June 2020,23 June 2020,04:23:00,Agra,475,Drug Offense,40,F,Poison,Other Crime,4,No,,Open,Night,Adult
4179,24 June 2020,23 June 2020,21:27:00,Delhi,310,Illegal Possession,79,M,Firearm,Other Crime,6,Yes,25-07-2020 15:00,Closed,Evening,Senior Citizen
